id,name,color,description,size,price,created_date
5939,Comfort Watch,orange,Leather travel everyday silk classic waterproof handmade limited soft. Lightweight edition comfortable casual minimal comfort adjustable edition polyester. Modern nylon leather luxury classic durable nylon easy-care soft lightweight modern.,XS,327.67,2024-04-09T12:41:28
5940,Premium Jeans,yellow,Denim easy-care soft easy-care stretch elegant leather modern wool.,M,196.36,2023-12-05T20:06:10
5941,Vintage Backpack,brown,Eco-friendly elegant wool classic polyester waterproof lightweight durable affordable urban durable elegant.,XS,792.85,2023-04-17T16:04:02
5942,Elegant Jacket,red,Urban limited classic modern nylon comfortable premium design lightweight vintage durable affordable perfect perfect limited. Cotton modern eco-friendly travel machine-washable travel leather wool luxury adjustable stylish stylish minimal urban. Versatile soft canvas classic waterproof sporty machine-washable synthetic versatile lightweight modern urban soft secure machine-washable.,L,740.16,2020-01-20T16:42:57
5943,Casual Jeans,yellow,Leather urban design wool classic sporty luxury comfort premium silk lightweight luxury durable urban. Versatile luxury perfect affordable classic casual adjustable eco-friendly casual eco-friendly.,S,81.36,2023-12-03T11:04:31
5944,Vintage T-shirt,purple,Stretch versatile breathable stylish machine-washable limited easy-care comfortable modern. Classic modern silk cotton leather minimal outdoor elegant premium luxury vintage travel stylish. Everyday luxury cotton secure breathable machine-washable lightweight secure sporty cotton lightweight travel adjustable everyday handmade soft.,L,93.06,2024-06-25T05:11:38
5945,Durable Jacket,red,Breathable durable travel elegant perfect design adjustable canvas classic classic. Eco-friendly limited minimal silk modern modern stretch adjustable comfort nylon sporty. Urban stretch machine-washable elegant affordable handmade eco-friendly minimal denim everyday affordable durable modern lightweight handmade.,XXL,326.68,2023-10-19T11:58:17
5946,Vintage Boots,blue,Eco-friendly durable versatile durable denim travel sporty wool urban premium.,M,211.47,2021-12-25T00:59:07
5947,Vintage Boots,brown,Classic elegant nylon waterproof adjustable leather soft vintage. Comfort nylon secure waterproof waterproof machine-washable eco-friendly comfort elegant adjustable comfort edition elegant modern stylish.,S,471.34,2019-05-21T15:23:58
5948,Lightweight Sneakers,black,Limited vintage canvas perfect outdoor cotton travel soft denim.,M,722.73,2019-05-06T04:20:23
5949,Modern Jeans,blue,Urban edition comfortable design lightweight premium breathable nylon. Canvas adjustable stylish wool design cotton edition classic machine-washable comfortable. Comfortable denim secure soft travel limited wool soft.,S,699.43,2020-08-21T18:19:53
5950,Comfort Watch,gray,Nylon lightweight comfort minimal synthetic eco-friendly edition soft modern nylon classic polyester secure urban synthetic denim. Soft edition casual denim adjustable polyester synthetic classic.,S,649.04,2019-11-15T06:42:44
5951,Premium Watch,gray,Stylish machine-washable handmade vintage outdoor handmade soft elegant urban nylon.,S,770.01,2023-06-01T05:31:00
5952,Durable Jacket,white,Secure stylish nylon stylish soft stylish sporty canvas stylish vintage cotton lightweight vintage. Comfortable sporty travel machine-washable elegant durable easy-care premium classic stretch edition leather limited polyester vintage silk.,M,199.01,2022-10-31T04:11:31
5953,Sporty Boots,purple,Elegant urban secure casual breathable everyday limited modern. Silk perfect modern comfortable leather luxury everyday elegant.,XS,471.38,2022-02-10T08:21:33
5954,Comfort Boots,red,Minimal elegant edition classic elegant sporty elegant modern denim cotton machine-washable denim. Easy-care perfect silk synthetic machine-washable classic silk modern comfort. Outdoor waterproof comfort nylon design travel urban classic limited affordable leather travel soft wool soft.,XS,151.52,2020-11-11T04:13:56
5955,Classic Sweater,orange,Silk nylon everyday edition breathable versatile sporty waterproof versatile everyday comfort wool handmade outdoor. Canvas design comfortable synthetic sporty handmade handmade soft leather perfect edition limited everyday denim limited.,L,181.72,2023-03-03T10:55:06
5956,Comfort Cap,orange,Modern synthetic premium limited durable nylon soft adjustable comfortable.,XL,101.97,2022-08-30T11:10:49
5957,Lightweight T-shirt,gray,Easy-care vintage lightweight urban design vintage canvas polyester sporty classic everyday adjustable.,S,837.06,2024-02-17T17:46:20
5958,Lightweight Sneakers,pink,Comfort waterproof elegant nylon waterproof stretch minimal luxury edition machine-washable. Edition durable casual outdoor classic travel cotton machine-washable.,L,763.11,2020-06-17T19:39:17
5959,Lightweight Sweater,navy,Perfect classic comfort wool perfect polyester soft minimal soft soft soft adjustable stylish affordable casual polyester.,S,299.29,2023-06-23T01:58:09
5960,Soft Jeans,yellow,Classic versatile versatile limited comfort limited leather cotton wool silk affordable.,S,468.47,2024-12-18T03:36:38
5961,Modern Boots,orange,Eco-friendly soft comfortable stylish silk polyester secure minimal lightweight perfect design travel stretch premium.,XS,889.0,2019-02-14T08:25:06
5962,Soft Watch,gray,Design soft versatile outdoor modern silk urban limited breathable versatile versatile.,XS,65.28,2023-06-04T05:08:12
5963,Sporty Backpack,purple,Cotton secure eco-friendly edition modern minimal machine-washable vintage adjustable.,L,487.42,2022-06-21T12:41:29
5964,Elegant Skirt,purple,Modern secure adjustable silk canvas everyday denim outdoor versatile comfort. Vintage versatile durable perfect luxury vintage elegant stylish silk casual urban limited canvas minimal.,L,842.44,2023-04-01T23:07:28
5965,Classic Skirt,yellow,Canvas synthetic premium leather secure waterproof classic leather durable lightweight. Perfect urban waterproof denim elegant classic synthetic machine-washable limited affordable synthetic cotton leather casual modern luxury. Luxury comfortable machine-washable secure canvas modern affordable premium adjustable premium polyester nylon handmade durable.,S,161.26,2020-01-03T01:21:45
5966,Durable Cap,gray,Modern machine-washable modern everyday sporty travel durable modern. Comfortable secure machine-washable modern synthetic vintage premium synthetic modern soft stylish.,XL,958.11,2021-02-24T04:15:22
5967,Stylish Backpack,purple,Easy-care handmade adjustable stylish waterproof classic comfort lightweight durable classic outdoor breathable nylon synthetic stretch. Waterproof polyester outdoor durable machine-washable canvas durable secure premium. Soft travel leather lightweight perfect secure versatile edition classic design easy-care urban comfort lightweight.,L,841.23,2023-11-27T02:10:30
5968,Premium Jacket,green,Stylish lightweight adjustable minimal design secure modern soft waterproof denim luxury urban outdoor classic. Canvas versatile minimal secure vintage minimal everyday casual comfortable edition classic elegant. Wool urban comfort modern limited denim easy-care comfort sporty lightweight adjustable.,L,843.06,2020-08-05T13:50:17
5969,Soft Sunglasses,white,Affordable synthetic sporty modern classic handmade soft waterproof lightweight synthetic versatile durable modern design soft. Lightweight elegant denim leather secure perfect stylish soft secure soft secure minimal outdoor modern polyester soft.,M,897.39,2022-09-23T07:12:56
5970,Classic Cap,navy,Machine-washable leather waterproof polyester polyester soft stylish denim comfortable canvas. Affordable soft stylish eco-friendly breathable machine-washable limited stretch travel sporty waterproof denim vintage stylish.,L,625.59,2021-07-26T03:46:10
5971,Premium Watch,red,Soft classic design everyday adjustable canvas waterproof adjustable design adjustable premium outdoor elegant urban comfortable. Silk soft secure eco-friendly minimal canvas premium premium. Vintage minimal vintage stretch handmade minimal breathable adjustable nylon synthetic lightweight.,L,701.21,2020-03-09T12:39:03
5972,Durable Backpack,gray,Sporty premium classic canvas nylon cotton nylon affordable secure modern adjustable denim everyday classic.,L,402.72,2019-08-29T18:00:13
5973,Sporty Jeans,black,Elegant soft canvas comfortable everyday durable modern silk canvas modern lightweight comfortable nylon affordable modern vintage. Design wool cotton luxury machine-washable elegant modern soft soft soft. Breathable lightweight affordable eco-friendly synthetic adjustable classic secure.,XXL,160.8,2025-06-05T01:03:12
5974,Modern Sunglasses,brown,Leather everyday stylish comfortable classic modern elegant lightweight durable urban stretch leather luxury perfect modern minimal.,M,256.42,2021-04-01T04:26:13
5975,Comfort Jeans,pink,Denim lightweight outdoor soft modern silk lightweight outdoor leather silk comfort secure comfort versatile synthetic travel. Minimal affordable modern comfortable soft comfortable classic eco-friendly breathable breathable silk versatile comfortable sporty canvas.,S,549.97,2020-12-25T08:31:04
5976,Casual Dress,navy,Stretch polyester durable casual denim everyday wool limited perfect durable. Wool polyester premium elegant adjustable machine-washable lightweight modern versatile synthetic silk stretch.,L,99.31,2020-02-14T22:24:16
5977,Modern Sneakers,purple,Comfort everyday eco-friendly premium durable minimal easy-care premium luxury synthetic adjustable outdoor. Stylish leather luxury vintage urban comfort eco-friendly modern durable.,XXL,745.12,2022-03-15T23:00:26
5978,Elegant Cap,black,Canvas outdoor affordable design soft minimal machine-washable machine-washable edition classic versatile. Eco-friendly design lightweight durable classic elegant machine-washable classic polyester outdoor durable outdoor cotton everyday lightweight.,M,161.02,2023-05-29T03:27:58
5979,Classic T-shirt,orange,Leather classic edition perfect luxury durable elegant durable classic affordable modern easy-care breathable canvas limited. Nylon synthetic vintage urban vintage classic leather polyester outdoor machine-washable perfect vintage leather.,S,916.92,2024-09-20T15:22:35
5980,Vintage Sweater,blue,Soft comfortable comfortable machine-washable travel minimal canvas classic outdoor synthetic canvas. Nylon elegant urban luxury stylish comfort waterproof eco-friendly lightweight eco-friendly handmade handmade.,XXL,915.19,2023-01-11T04:59:37
5981,Elegant Jacket,navy,Durable secure limited classic premium design affordable breathable machine-washable edition comfortable. Soft design perfect perfect polyester silk comfortable modern wool. Travel durable cotton sporty vintage stylish minimal silk eco-friendly.,M,851.96,2024-10-26T19:07:27
5982,Stylish Dress,blue,Soft durable limited modern leather eco-friendly waterproof canvas comfortable breathable vintage breathable stylish. Nylon premium adjustable everyday classic vintage affordable stretch vintage eco-friendly lightweight minimal denim. Cotton durable breathable durable cotton breathable wool denim lightweight durable silk.,M,274.93,2024-06-18T17:19:25
5983,Vintage Sweater,orange,Classic everyday design modern lightweight sporty adjustable handmade polyester minimal soft. Stretch design classic secure durable modern premium breathable minimal sporty everyday synthetic silk denim travel.,XS,976.14,2025-06-15T05:56:38
5984,Premium Boots,blue,Travel easy-care casual edition comfort durable machine-washable polyester affordable luxury sporty perfect canvas. Soft edition modern durable modern outdoor secure modern modern soft polyester travel perfect comfortable leather adjustable.,M,727.19,2024-08-03T01:14:17
